commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
138723,The results are amazing..he listens and asks questions and you can tell his number 1 goal is for you to leave happy.,0,result amaze listen ask question tell number goal leave happy,"['result', 'result amaze', 'result amaze listen', 'result amaze listen ask', 'result amaze listen ask question', 'result amaze listen ask question tell', 'result amaze listen ask question tell number', 'result amaze listen ask question tell number goal', 'result amaze listen ask question tell number goal leave', 'result amaze listen ask question tell number goal leave happy', 'amaze', 'amaze listen', 'amaze listen ask', 'amaze listen ask question', 'amaze listen ask question tell', 'amaze listen ask question tell number', 'amaze listen ask question tell number goal', 'amaze listen ask question tell number goal leave', 'amaze listen ask question tell number goal leave happy', 'listen', 'listen ask', 'listen ask question', 'listen ask question tell', 'listen ask question tell number', 'listen ask question tell number goal', 'listen ask question tell number goal leave', 'listen ask question tell number goal leave happy', 'ask', 'ask question', 'ask question tell', 'ask question tell number', 'ask question tell number goal', 'ask question tell number goal leave', 'ask question tell number goal leave happy', 'question', 'question tell', 'question tell number', 'question tell number goal', 'question tell number goal leave', 'question tell number goal leave happy', 'tell', 'tell number', 'tell number goal', 'tell number goal leave', 'tell number goal leave happy', 'number', 'number goal', 'number goal leave', 'number goal leave happy', 'goal', 'goal leave', 'goal leave happy', 'leave', 'leave happy', 'happy']",0,0,1,0.7142857142857143
156967,"Staff was overwhelmingly amazing, because of all of this we did not want to leave when it was time to graduate.",0,staff overwhelmingly amaze want leave time graduate,"['staff', 'staff overwhelmingly', 'staff overwhelmingly amaze', 'staff overwhelmingly amaze want', 'staff overwhelmingly amaze want leave', 'staff overwhelmingly amaze want leave time', 'staff overwhelmingly amaze want leave time graduate', 'overwhelmingly', 'overwhelmingly amaze', 'overwhelmingly amaze want', 'overwhelmingly amaze want leave', 'overwhelmingly amaze want leave time', 'overwhelmingly amaze want leave time graduate', 'amaze', 'amaze want', 'amaze want leave', 'amaze want leave time', 'amaze want leave time graduate', 'want', 'want leave', 'want leave time', 'want leave time graduate', 'leave', 'leave time', 'leave time graduate', 'time', 'time graduate', 'graduate']",0,0,1,0.7142857142857143
100387,Sandra and Deonna Clark were amazing!,0,sand amaze,"['sand', 'sand amaze', 'amaze']",0,0,1,0.7142857142857143
104813,The office staff is also amazing from the front office to the nurses.,0,office staff amaze office nurse,"['office', 'office staff', 'office staff amaze', 'office staff amaze office', 'office staff amaze office nurse', 'staff', 'staff amaze', 'staff amaze office', 'staff amaze office nurse', 'amaze', 'amaze office', 'amaze office nurse', 'office', 'office nurse', 'nurse']",0,0,1,0.7142857142857143
133097,The attentiveness and service I was given was amazing they genuinely care about the patients well being thank you Dr Esmaeili,0,attentiveness service give amaze genuinely care patient thank,"['attentiveness', 'attentiveness service', 'attentiveness service give', 'attentiveness service give amaze', 'attentiveness service give amaze genuinely', 'attentiveness service give amaze genuinely care', 'attentiveness service give amaze genuinely care patient', 'attentiveness service give amaze genuinely care patient thank', 'service', 'service give', 'service give amaze', 'service give amaze genuinely', 'service give amaze genuinely care', 'service give amaze genuinely care patient', 'service give amaze genuinely care patient thank', 'give', 'give amaze', 'give amaze genuinely', 'give amaze genuinely care', 'give amaze genuinely care patient', 'give amaze genuinely care patient thank', 'amaze', 'amaze genuinely', 'amaze genuinely care', 'amaze genuinely care patient', 'amaze genuinely care patient thank', 'genuinely', 'genuinely care', 'genuinely care patient', 'genuinely care patient thank', 'care', 'care patient', 'care patient thank', 'patient', 'patient thank', 'thank']",0,0,1,0.7142857142857143
89646,so this will be amazing to have.,0,amaze,['amaze'],0,0,1,0.7142857142857143
135311,"and people speak to me in Spanish, it has been an amazing change and it was all thanks to getting my rhinoplasty.",0,people speak amaze change thanks get nose job,"['people', 'people speak', 'people speak amaze', 'people speak amaze change', 'people speak amaze change thanks', 'people speak amaze change thanks get', 'people speak amaze change thanks get nose', 'people speak amaze change thanks get nose job', 'speak', 'speak amaze', 'speak amaze change', 'speak amaze change thanks', 'speak amaze change thanks get', 'speak amaze change thanks get nose', 'speak amaze change thanks get nose job', 'amaze', 'amaze change', 'amaze change thanks', 'amaze change thanks get', 'amaze change thanks get nose', 'amaze change thanks get nose job', 'change', 'change thanks', 'change thanks get', 'change thanks get nose', 'change thanks get nose job', 'thanks', 'thanks get', 'thanks get nose', 'thanks get nose job', 'get', 'get nose', 'get nose job', 'nose', 'nose job', 'job']",0,0,1,0.7142857142857143
101208,Great results and amazing staff!,0,great result amaze staff,"['great', 'great result', 'great result amaze', 'great result amaze staff', 'result', 'result amaze', 'result amaze staff', 'amaze', 'amaze staff', 'staff']",0,0,1,0.7142857142857143
128935,Amazing at not only what he does but making you feel important.,0,amaze make feel important,"['amaze', 'amaze make', 'amaze make feel', 'amaze make feel important', 'make', 'make feel', 'make feel important', 'feel', 'feel important', 'important']",0,0,1,0.7142857142857143
115999,Dr. Schlesinger has been nothing but amazing from the day I walked in for my consultation.,0,amaze walk consultation,"['amaze', 'amaze walk', 'amaze walk consultation', 'walk', 'walk consultation', 'consultation']",0,0,1,0.7142857142857143
99001,Kathleen and the nurses are amazing!,0,nurse amaze,"['nurse', 'nurse amaze', 'amaze']",0,0,1,0.7142857142857143
79038,"X, the receptionist at the ER was quick",0,x reception erbium quick,"['x', 'x reception', 'x reception erbium', 'x reception erbium quick', 'reception', 'reception erbium', 'reception erbium quick', 'erbium', 'erbium quick', 'quick']",1,0,0,0.7142857142857143
123968,the receptionist said Hazel no longer works there and I was not able to use my package.,1,reception say hazel long work able use package,"['reception', 'reception say', 'reception say hazel', 'reception say hazel long', 'reception say hazel long work', 'reception say hazel long work able', 'reception say hazel long work able use', 'reception say hazel long work able use package', 'say', 'say hazel', 'say hazel long', 'say hazel long work', 'say hazel long work able', 'say hazel long work able use', 'say hazel long work able use package', 'hazel', 'hazel long', 'hazel long work', 'hazel long work able', 'hazel long work able use', 'hazel long work able use package', 'long', 'long work', 'long work able', 'long work able use', 'long work able use package', 'work', 'work able', 'work able use', 'work able use package', 'able', 'able use', 'able use package', 'use', 'use package', 'package']",1,0,0,0.7142857142857143
105660,"but once I committed to an appointment, I was amazed at how Dr. Gray simplified the procedures and the benefits.",0,commit appointment amaze dr gray simplify procedure benefit,"['commit', 'commit appointment', 'commit appointment amaze', 'commit appointment amaze dr', 'commit appointment amaze dr gray', 'commit appointment amaze dr gray simplify', 'commit appointment amaze dr gray simplify procedure', 'commit appointment amaze dr gray simplify procedure benefit', 'appointment', 'appointment amaze', 'appointment amaze dr', 'appointment amaze dr gray', 'appointment amaze dr gray simplify', 'appointment amaze dr gray simplify procedure', 'appointment amaze dr gray simplify procedure benefit', 'amaze', 'amaze dr', 'amaze dr gray', 'amaze dr gray simplify', 'amaze dr gray simplify procedure', 'amaze dr gray simplify procedure benefit', 'dr', 'dr gray', 'dr gray simplify', 'dr gray simplify procedure', 'dr gray simplify procedure benefit', 'gray', 'gray simplify', 'gray simplify procedure', 'gray simplify procedure benefit', 'simplify', 'simplify procedure', 'simplify procedure benefit', 'procedure', 'procedure benefit', 'benefit']",0,0,1,0.7142857142857143
165467,"Tammy was amazing, very knowledgeable on what action plan to set up",0,amaze knowledgeable action plan set,"['amaze', 'amaze knowledgeable', 'amaze knowledgeable action', 'amaze knowledgeable action plan', 'amaze knowledgeable action plan set', 'knowledgeable', 'knowledgeable action', 'knowledgeable action plan', 'knowledgeable action plan set', 'action', 'action plan', 'action plan set', 'plan', 'plan set', 'set']",0,0,1,0.7142857142857143
126685,Dr Robinson did an amazing job of pulling my ears in while still maintaining a natural look.,0,amaze job pull ear maintain natural look,"['amaze', 'amaze job', 'amaze job pull', 'amaze job pull ear', 'amaze job pull ear maintain', 'amaze job pull ear maintain natural', 'amaze job pull ear maintain natural look', 'job', 'job pull', 'job pull ear', 'job pull ear maintain', 'job pull ear maintain natural', 'job pull ear maintain natural look', 'pull', 'pull ear', 'pull ear maintain', 'pull ear maintain natural', 'pull ear maintain natural look', 'ear', 'ear maintain', 'ear maintain natural', 'ear maintain natural look', 'maintain', 'maintain natural', 'maintain natural look', 'natural', 'natural look', 'look']",0,0,1,0.7142857142857143
90787,Dr. Kotoske is Amazing.,0,amaze,['amaze'],0,0,1,0.7142857142857143
84876,and the bedside manner is amazing.,0,bedside manner amaze,"['bedside', 'bedside manner', 'bedside manner amaze', 'manner', 'manner amaze', 'amaze']",0,0,1,0.7142857142857143
139475,The results have been amazing and I plan on staying with this provider.,0,result amaze plan stay provider,"['result', 'result amaze', 'result amaze plan', 'result amaze plan stay', 'result amaze plan stay provider', 'amaze', 'amaze plan', 'amaze plan stay', 'amaze plan stay provider', 'plan', 'plan stay', 'plan stay provider', 'stay', 'stay provider', 'provider']",0,0,1,0.7142857142857143
